log_id,sensor_id,shipment_id,recorded_at,temperature_c,battery_level,signal_strength,network_status,batch_id,product_type,min_temperature_c,max_temperature_c,calibration_date,expiry_date,calibration_error,status,calibration_valid,missing_flag,offline_flag,previous_temperature,temperature_jump,noise_flag,temperature_original,processing_method,evidence_status,calibration_issue,noise_issue,missing_issue,offline_issue,evidence_reason
1056,S001,SHP0028,2026-08-06 13:24:00,4.731350652824779,81.74,71,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,4.779877938461832,0.048527285637052664,False,4.731350652824779,Original,Reliable,False,False,False,False,No issue
1057,S001,SHP0028,2026-08-06 13:29:00,4.989778371603422,87.73,85,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,4.731350652824779,0.258427718778643,False,4.989778371603422,Original,Reliable,False,False,False,False,No issue
1058,S001,SHP0028,2026-08-06 13:34:00,5.469091607703746,88.51,82,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,4.989778371603422,0.4793132361003236,False,5.469091607703746,Original,Reliable,False,False,False,False,No issue
1059,S001,SHP0028,2026-08-06 13:39:00,5.217440061837773,92.99,81,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,5.469091607703746,0.2516515458659727,False,5.217440061837773,Original,Reliable,False,False,False,False,No issue
1060,S001,SHP0028,2026-08-06 13:44:00,4.851754267165558,79.61,79,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,5.217440061837773,0.3656857946722152,False,4.851754267165558,Original,Reliable,False,False,False,False,No issue
1061,S001,SHP0028,2026-08-06 13:49:00,5.308679484259338,87.71,70,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,4.851754267165558,0.4569252170937803,False,5.308679484259338,Original,Reliable,False,False,False,False,No issue
1062,S001,SHP0028,2026-08-06 13:54:00,3.8605829517479697,95.11,74,Online,B0028,Chilled,2.0,8.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,5.308679484259338,1.4480965325113684,False,3.8605829517479697,Original,Reliable,False,False,False,False,No issue
2117,S001,SHP0055,2026-08-01 06:57:00,-21.091439966136008,82.51,86,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,,,False,-21.091439966136008,Original,Reliable,False,False,False,False,No issue
2118,S001,SHP0055,2026-08-01 07:02:00,-21.397739749843407,91.99,79,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.091439966136008,0.30629978370739863,False,-21.397739749843407,Original,Reliable,False,False,False,False,No issue
2119,S001,SHP0055,2026-08-01 07:07:00,-22.024933463518124,75.29,75,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.397739749843407,0.6271937136747177,False,-22.024933463518124,Original,Reliable,False,False,False,False,No issue
2120,S001,SHP0055,2026-08-01 07:12:00,-21.07641110504007,91.12,75,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-22.024933463518124,0.9485223584780549,False,-21.07641110504007,Original,Reliable,False,False,False,False,No issue
2121,S001,SHP0055,2026-08-01 07:17:00,-20.034953831354837,84.59,76,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.07641110504007,1.041457273685232,False,-20.034953831354837,Original,Reliable,False,False,False,False,No issue
2122,S001,SHP0055,2026-08-01 07:22:00,-20.68615828484079,98.45,86,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.034953831354837,0.6512044534859527,False,-20.68615828484079,Original,Reliable,False,False,False,False,No issue
2123,S001,SHP0055,2026-08-01 07:27:00,-21.00770415189376,87.01,84,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.68615828484079,0.3215458670529685,False,-21.00770415189376,Original,Reliable,False,False,False,False,No issue
2124,S001,SHP0055,2026-08-01 07:32:00,-21.105156331683308,75.57,76,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.00770415189376,0.09745217978954912,False,-21.105156331683308,Original,Reliable,False,False,False,False,No issue
2125,S001,SHP0055,2026-08-01 07:37:00,-20.99101364287518,92.5,71,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.105156331683308,0.11414268880812628,False,-20.99101364287518,Original,Reliable,False,False,False,False,No issue
2126,S001,SHP0055,2026-08-01 07:42:00,-20.781152353929915,92.77,95,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.99101364287518,0.209861288945266,False,-20.781152353929915,Original,Reliable,False,False,False,False,No issue
2127,S001,SHP0055,2026-08-01 07:47:00,-21.472325126123536,99.49,78,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.781152353929915,0.6911727721936209,False,-21.472325126123536,Original,Reliable,False,False,False,False,No issue
2128,S001,SHP0055,2026-08-01 07:52:00,-20.55427132213245,82.26,97,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.472325126123536,0.9180538039910857,False,-20.55427132213245,Original,Reliable,False,False,False,False,No issue
2129,S001,SHP0055,2026-08-01 07:57:00,-20.713847473823503,97.39,90,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.55427132213245,0.1595761516910521,False,-20.713847473823503,Original,Reliable,False,False,False,False,No issue
2130,S001,SHP0055,2026-08-01 08:02:00,-20.712725709716825,96.05,73,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.713847473823503,0.0011217641066778583,False,-20.712725709716825,Original,Reliable,False,False,False,False,No issue
2131,S001,SHP0055,2026-08-01 08:07:00,-20.82460970447611,72.39,75,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.712725709716825,0.11188399475928534,False,-20.82460970447611,Original,Reliable,False,False,False,False,No issue
2132,S001,SHP0055,2026-08-01 08:12:00,-20.992153336922403,81.33,72,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.82460970447611,0.1675436324462929,False,-20.992153336922403,Original,Reliable,False,False,False,False,No issue
2133,S001,SHP0055,2026-08-01 08:17:00,-20.73085550561327,71.93,78,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.992153336922403,0.26129783130913253,False,-20.73085550561327,Original,Reliable,False,False,False,False,No issue
2134,S001,SHP0055,2026-08-01 08:22:00,-20.763274346503447,87.57,70,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.73085550561327,0.03241884089017688,False,-20.763274346503447,Original,Reliable,False,False,False,False,No issue
2135,S001,SHP0055,2026-08-01 08:27:00,-21.14161628437641,84.56,85,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.763274346503447,0.378341937872964,False,-21.14161628437641,Original,Reliable,False,False,False,False,No issue
2136,S001,SHP0055,2026-08-01 08:32:00,-21.22944070915876,73.02,94,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.14161628437641,0.08782442478234742,False,-21.22944070915876,Original,Reliable,False,False,False,False,No issue
2137,S001,SHP0055,2026-08-01 08:37:00,-20.959257481895204,77.98,71,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.22944070915876,0.2701832272635549,False,-20.959257481895204,Original,Reliable,False,False,False,False,No issue
2138,S001,SHP0055,2026-08-01 08:42:00,-20.380391939401925,70.22,100,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.959257481895204,0.5788655424932792,False,-20.380391939401925,Original,Reliable,False,False,False,False,No issue
2139,S001,SHP0055,2026-08-01 08:47:00,-21.49564283026156,93.68,88,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.380391939401925,1.1152508908596346,False,-21.49564283026156,Original,Reliable,False,False,False,False,No issue
2140,S001,SHP0055,2026-08-01 08:52:00,-21.587010106300976,72.91,71,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.49564283026156,0.09136727603941708,False,-21.587010106300976,Original,Reliable,False,False,False,False,No issue
2141,S001,SHP0055,2026-08-01 08:57:00,-20.934095663505392,93.75,86,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.587010106300976,0.6529144427955842,False,-20.934095663505392,Original,Reliable,False,False,False,False,No issue
2142,S001,SHP0055,2026-08-01 09:02:00,-20.97964491925759,88.09,82,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.934095663505392,0.04554925575219926,False,-20.97964491925759,Original,Reliable,False,False,False,False,No issue
2143,S001,SHP0055,2026-08-01 09:07:00,-20.93066333425184,92.84,100,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.97964491925759,0.04898158500575178,False,-20.93066333425184,Original,Reliable,False,False,False,False,No issue
2144,S001,SHP0055,2026-08-01 09:12:00,-20.9024187208366,84.58,99,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.93066333425184,0.028244613415239428,False,-20.9024187208366,Original,Reliable,False,False,False,False,No issue
2145,S001,SHP0055,2026-08-01 09:17:00,-21.08928090185392,80.11,94,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.9024187208366,0.1868621810173181,False,-21.08928090185392,Original,Reliable,False,False,False,False,No issue
2146,S001,SHP0055,2026-08-01 09:22:00,-20.40405462455917,80.1,83,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.08928090185392,0.685226277294749,False,-20.40405462455917,Original,Reliable,False,False,False,False,No issue
2147,S001,SHP0055,2026-08-01 09:27:00,-21.640361591390608,96.7,91,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.40405462455917,1.2363069668314388,False,-21.640361591390608,Original,Reliable,False,False,False,False,No issue
2148,S001,SHP0055,2026-08-01 09:32:00,-21.3313988099121,99.98,0,Offline,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,True,-21.640361591390608,0.30896278147850964,False,-21.3313988099121,Original,Review,False,False,False,True,Network offline
2149,S001,SHP0055,2026-08-01 09:37:00,-21.04130190405962,94.51,0,Offline,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,True,-21.3313988099121,0.2900969058524794,False,-21.04130190405962,Original,Review,False,False,False,True,Network offline
2150,S001,SHP0055,2026-08-01 09:42:00,-21.657275524461667,98.23,0,Offline,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,True,-21.04130190405962,0.6159736204020483,False,-21.657275524461667,Original,Review,False,False,False,True,Network offline
2151,S001,SHP0055,2026-08-01 09:47:00,-21.070341761772827,89.95,0,Offline,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,True,-21.657275524461667,0.5869337626888402,False,-21.070341761772827,Original,Review,False,False,False,True,Network offline
2152,S001,SHP0055,2026-08-01 09:52:00,-20.33541193370879,88.32,82,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.070341761772827,0.7349298280640362,False,-20.33541193370879,Original,Reliable,False,False,False,False,No issue
2153,S001,SHP0055,2026-08-01 09:57:00,-20.991645404681616,96.19,81,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.33541193370879,0.6562334709728255,False,-20.991645404681616,Original,Reliable,False,False,False,False,No issue
2154,S001,SHP0055,2026-08-01 10:02:00,-20.90771963771253,73.01,95,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.991645404681616,0.08392576696908804,False,-20.90771963771253,Original,Reliable,False,False,False,False,No issue
2155,S001,SHP0055,2026-08-01 10:07:00,-21.504065906069037,96.12,84,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.90771963771253,0.5963462683565091,False,-21.504065906069037,Original,Reliable,False,False,False,False,No issue
2156,S001,SHP0055,2026-08-01 10:12:00,-21.246544563215792,91.76,82,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.504065906069037,0.257521342853245,False,-21.246544563215792,Original,Reliable,False,False,False,False,No issue
2157,S001,SHP0055,2026-08-01 10:17:00,-21.15007855212957,97.75,98,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.246544563215792,0.09646601108622122,False,-21.15007855212957,Original,Reliable,False,False,False,False,No issue
2158,S001,SHP0055,2026-08-01 10:22:00,-21.12708603870249,88.06,70,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.15007855212957,0.022992513427080752,False,-21.12708603870249,Original,Reliable,False,False,False,False,No issue
2159,S001,SHP0055,2026-08-01 10:27:00,-20.487342481998493,85.92,97,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.12708603870249,0.6397435567039977,False,-20.487342481998493,Original,Reliable,False,False,False,False,No issue
2160,S001,SHP0055,2026-08-01 10:32:00,-20.77692357570995,90.98,100,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.487342481998493,0.28958109371145824,False,-20.77692357570995,Original,Reliable,False,False,False,False,No issue
2161,S001,SHP0055,2026-08-01 10:37:00,-21.444583182774814,77.46,96,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.77692357570995,0.6676596070648628,False,-21.444583182774814,Original,Reliable,False,False,False,False,No issue
2162,S001,SHP0055,2026-08-01 10:42:00,-20.9013980886272,88.55,84,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.444583182774814,0.5431850941476135,False,-20.9013980886272,Original,Reliable,False,False,False,False,No issue
2163,S001,SHP0055,2026-08-01 10:47:00,-20.80071130060129,96.1,91,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.9013980886272,0.1006867880259108,False,-20.80071130060129,Original,Reliable,False,False,False,False,No issue
2164,S001,SHP0055,2026-08-01 10:52:00,-20.54394038459149,82.39,86,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.80071130060129,0.25677091600979907,False,-20.54394038459149,Original,Reliable,False,False,False,False,No issue
2165,S001,SHP0055,2026-08-01 10:57:00,-20.36778372537265,70.09,76,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.54394038459149,0.17615665921884016,False,-20.36778372537265,Original,Reliable,False,False,False,False,No issue
2166,S001,SHP0055,2026-08-01 11:02:00,-15.904816855535897,94.38,100,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.36778372537265,4.4629668698367535,False,-15.904816855535897,Original,Reliable,False,False,False,False,No issue
2167,S001,SHP0055,2026-08-01 11:07:00,-17.458424239721573,96.2,81,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-15.904816855535897,1.5536073841856766,False,-17.458424239721573,Original,Reliable,False,False,False,False,No issue
2168,S001,SHP0055,2026-08-01 11:12:00,-15.07600605846275,79.77,93,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-17.458424239721573,2.3824181812588225,False,-15.07600605846275,Original,Reliable,False,False,False,False,No issue
2169,S001,SHP0055,2026-08-01 11:17:00,-16.389234601826246,84.54,89,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-15.07600605846275,1.3132285433634951,False,-16.389234601826246,Original,Reliable,False,False,False,False,No issue
2170,S001,SHP0055,2026-08-01 11:22:00,-20.813456650221465,88.38,93,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-16.389234601826246,4.424222048395219,False,-20.813456650221465,Original,Reliable,False,False,False,False,No issue
2171,S001,SHP0055,2026-08-01 11:27:00,-20.60506619336436,80.45,72,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.813456650221465,0.2083904568571029,False,-20.60506619336436,Original,Reliable,False,False,False,False,No issue
2172,S001,SHP0055,2026-08-01 11:32:00,-21.03038040945701,97.94,100,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.60506619336436,0.42531421609264797,False,-21.03038040945701,Original,Reliable,False,False,False,False,No issue
2173,S001,SHP0055,2026-08-01 11:37:00,-21.127939009301937,84.28,99,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.03038040945701,0.09755859984492687,False,-21.127939009301937,Original,Reliable,False,False,False,False,No issue
2174,S001,SHP0055,2026-08-01 11:42:00,-20.939296803100504,95.71,91,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.127939009301937,0.18864220620143257,False,-20.939296803100504,Original,Reliable,False,False,False,False,No issue
2175,S001,SHP0055,2026-08-01 11:47:00,-21.33405716065201,73.01,98,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.939296803100504,0.3947603575515046,False,-21.33405716065201,Original,Reliable,False,False,False,False,No issue
2176,S001,SHP0055,2026-08-01 11:52:00,-20.16418451132209,78.82,82,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.33405716065201,1.1698726493299176,False,-20.16418451132209,Original,Reliable,False,False,False,False,No issue
2177,S001,SHP0055,2026-08-01 11:57:00,-21.643064410847224,91.36,76,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-20.16418451132209,1.4788798995251327,False,-21.643064410847224,Original,Reliable,False,False,False,False,No issue
2178,S001,SHP0055,2026-08-01 12:02:00,-20.92610376844171,85.6,97,Online,B0055,Frozen,-25.0,-18.0,2026-02-10,2027-02-10,0.357,Valid,True,False,False,-21.643064410847224,0.7169606424055139,False,-20.92610376844171,Original,Reliable,False,False,False,False,No issue
