shipment_id,strategy,cost,delivery_time_minutes,emissions_kg,reliability,cost_score,delivery_time_minutes_score,emissions_kg_score,reliability_score,overall_score
SHP0102,Normal,158.0,149.0,126.4,0.9,84.02630960770496,73.56630824372759,79.37177684013126,90.0,82.27250983088439
SHP0103,Normal,146.0,143.0,116.80000000000001,0.9,86.84519614752173,76.25448028673834,82.18471636193155,90.0,84.21186238095133
SHP0104,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0105,Normal,238.0,189.0,190.4,0.9,65.23373267559315,55.64516129032258,60.61884669479607,90.0,69.34349283043815
SHP0106,Normal,120.0,130.0,96.0,0.9,92.95278365045807,82.07885304659499,88.2794186591655,90.0,88.41379290609636
SHP0107,Normal,166.0,153.0,132.8,0.9,82.14705191449377,71.7741935483871,77.49648382559775,90.0,80.97960813083978
SHP0108,Normal,192.0,166.0,153.60000000000002,0.9,76.03946441155743,65.94982078853047,71.40178152836381,90.0,76.77767760569475
SHP0109,Normal,160.0,150.0,128.0,0.9,83.55649518440215,73.11827956989248,78.90295358649789,90.0,81.94928440587323
SHP0110,Normal,226.0,183.0,180.8,0.9,68.05261921540992,58.33333333333333,63.43178621659634,90.0,71.28284538050508
SHP0111,Normal,212.0,176.0,169.60000000000002,0.9,71.34132017852949,61.469534050179206,66.71354899203,90.0,73.54542335558318
SHP0112,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0113,Normal,158.0,149.0,126.4,0.9,84.02630960770496,73.56630824372759,79.37177684013126,90.0,82.27250983088439
SHP0114,Normal,192.0,166.0,153.60000000000002,0.9,76.03946441155743,65.94982078853047,71.40178152836381,90.0,76.77767760569475
SHP0115,Normal,196.0,168.0,156.8,0.9,75.09983556495185,65.05376344086021,70.46413502109704,90.0,76.13122675567243
SHP0116,Normal,238.0,189.0,190.4,0.9,65.23373267559315,55.64516129032258,60.61884669479607,90.0,69.34349283043815
SHP0117,Normal,254.0,197.0,203.20000000000002,0.9,61.47521728917078,52.060931899641574,56.86826066572902,90.0,66.75768943034889
SHP0118,Normal,120.0,130.0,96.0,0.9,92.95278365045807,82.07885304659499,88.2794186591655,90.0,88.41379290609636
SHP0119,Normal,162.0,151.0,129.6,0.9,83.08668076109936,72.67025089605734,78.43413033286453,90.0,81.62605898086208
SHP0120,Normal,268.0,204.0,214.4,0.9,58.18651632605122,48.924731182795696,53.58649789029536,90.0,64.4951114552708
SHP0121,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0122,Normal,210.0,175.0,168.0,0.9,71.81113460183228,61.91756272401433,67.18237224566339,90.0,73.86864878059433
SHP0123,Normal,132.0,136.0,105.60000000000001,0.9,90.13389711064129,79.39068100358423,85.4664791373652,90.0,86.47444035602942
SHP0124,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0125,Normal,236.0,188.0,188.8,0.9,65.70354709889594,56.09318996415771,61.08766994842944,90.0,69.6667182554493
SHP0126,Normal,210.0,175.0,168.0,0.9,71.81113460183228,61.91756272401433,67.18237224566339,90.0,73.86864878059433
SHP0127,Normal,208.0,174.0,166.4,0.9,72.28094902513507,62.365591397849464,67.65119549929676,90.0,74.19187420560549
SHP0128,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0129,Normal,214.0,177.0,171.20000000000002,0.9,70.87150575522669,61.02150537634409,66.24472573839662,90.0,73.22219793057202
SHP0130,Normal,226.0,183.0,180.8,0.9,68.05261921540992,58.33333333333333,63.43178621659634,90.0,71.28284538050508
SHP0131,Normal,208.0,174.0,166.4,0.9,72.28094902513507,62.365591397849464,67.65119549929676,90.0,74.19187420560549
SHP0132,Normal,110.0,125.0,88.0,0.9,95.30185576697204,84.31899641577061,90.6235349273324,90.0,90.02992003115214
SHP0133,Normal,112.0,126.0,89.60000000000001,0.9,94.83204134366925,83.87096774193549,90.15471167369901,90.0,89.70669460614099
SHP0134,Normal,148.0,144.0,118.4,0.9,86.37538172421894,75.80645161290323,81.71589310829816,90.0,83.88863695594017
SHP0135,Normal,194.0,167.0,155.20000000000002,0.9,75.56964998825464,65.50179211469533,70.93295827473042,90.0,76.45445218068357
SHP0136,Normal,112.0,126.0,89.60000000000001,0.9,94.83204134366925,83.87096774193549,90.15471167369901,90.0,89.70669460614099
SHP0137,Normal,190.0,165.0,152.0,0.9,76.50927883486023,66.39784946236558,71.87060478199719,90.0,77.1009030307059
SHP0138,Normal,200.0,170.0,160.0,0.9,74.16020671834626,64.15770609318996,69.52648851383029,90.0,75.48477590565011
SHP0139,Normal,140.0,140.0,112.0,0.9,88.25463941743011,77.59856630824372,83.5911861228317,90.0,85.1815386559848
SHP0140,Normal,328.0,234.0,262.40000000000003,0.9,44.09208362696735,35.48387096774193,39.52180028129394,90.0,54.79834870493611
SHP0141,Normal,206.0,173.0,164.8,0.9,72.75076344843787,62.81362007168458,68.12001875293015,90.0,74.51509963061665
SHP0142,Normal,164.0,152.0,131.20000000000002,0.9,82.61686633779657,72.22222222222221,77.96530707923114,90.0,81.30283355585092
SHP0143,Normal,208.0,174.0,166.4,0.9,72.28094902513507,62.365591397849464,67.65119549929676,90.0,74.19187420560549
SHP0144,Normal,144.0,142.0,115.2,0.9,87.31501057082453,76.70250896057348,82.65353961556494,90.0,84.53508780596249
SHP0145,Normal,226.0,183.0,180.8,0.9,68.05261921540992,58.33333333333333,63.43178621659634,90.0,71.28284538050508
SHP0146,Normal,272.0,206.0,217.60000000000002,0.9,57.24688747944562,48.028673835125446,52.64885138302859,90.0,63.84866060524848
SHP0147,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0148,Normal,138.0,139.0,110.4,0.9,88.7244538407329,78.04659498207886,84.06000937646506,90.0,85.50476408099595
SHP0149,Normal,234.0,187.0,187.20000000000002,0.9,66.17336152219873,56.54121863799283,61.556493202062825,90.0,69.98994368046046
SHP0150,Normal,142.0,141.0,113.60000000000001,0.9,87.78482499412732,77.15053763440861,83.12236286919831,90.0,84.85831323097365
SHP0151,Normal,212.0,176.0,169.60000000000002,0.9,71.34132017852949,61.469534050179206,66.71354899203,90.0,73.54542335558318
SHP0152,Normal,288.0,214.0,230.4,0.9,53.48837209302326,44.44444444444444,48.89826535396156,90.0,61.262857205159236
SHP0153,Normal,276.0,208.0,220.8,0.9,56.30725863284003,47.132616487455195,51.71120487576184,90.0,63.20220975522618
SHP0154,Normal,180.0,160.0,144.0,0.9,78.8583509513742,68.63799283154121,74.21472105016409,90.0,78.71703015576168
SHP0155,Normal,230.0,185.0,184.0,0.9,67.11299036880433,57.437275985663085,62.49413970932959,90.0,70.63639453048278
SHP0156,Normal,206.0,173.0,164.8,0.9,72.75076344843787,62.81362007168458,68.12001875293015,90.0,74.51509963061665
SHP0157,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0158,Normal,224.0,182.0,179.20000000000002,0.9,68.52243363871271,58.78136200716846,63.90060947022972,90.0,71.60607080551624
SHP0159,Normal,238.0,189.0,190.4,0.9,65.23373267559315,55.64516129032258,60.61884669479607,90.0,69.34349283043815
SHP0160,Normal,248.0,194.0,198.4,0.9,62.884660559079165,53.40501792114695,58.27473042662916,90.0,67.72736570538237
SHP0161,Normal,174.0,157.0,139.20000000000002,0.9,80.2677942212826,69.98207885304659,75.62119081106424,90.0,79.68670643079514
SHP0162,Normal,176.0,158.0,140.8,0.9,79.7979797979798,69.53405017921148,75.15236755743085,90.0,79.363481005784
SHP0163,Normal,176.0,158.0,140.8,0.9,79.7979797979798,69.53405017921148,75.15236755743085,90.0,79.363481005784
SHP0164,Normal,172.0,156.0,137.6,0.9,80.73760864458539,70.43010752688171,76.09001406469761,90.0,80.0099318558063
SHP0165,Normal,170.0,155.0,136.0,0.9,81.20742306788819,70.87813620071685,76.558837318331,90.0,80.33315728081746
SHP0166,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0167,Normal,134.0,137.0,107.2,0.9,89.66408268733849,78.94265232974911,84.99765588373184,90.0,86.15121493101827
SHP0168,Normal,298.0,219.0,238.4,0.9,51.13929997650929,42.204301075268816,46.55414908579466,90.0,59.64673008010346
SHP0169,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0170,Normal,186.0,163.0,148.8,0.9,77.44890768146583,67.29390681003584,72.80825128926395,90.0,77.74735388072821
SHP0171,Normal,178.0,159.0,142.4,0.9,79.32816537467701,69.08602150537634,74.68354430379746,90.0,79.04025558077284
SHP0172,Normal,186.0,163.0,148.8,0.9,77.44890768146583,67.29390681003584,72.80825128926395,90.0,77.74735388072821
SHP0173,Normal,246.0,193.0,196.8,0.9,63.35447498238196,53.85304659498208,58.743553680262536,90.0,68.05059113039351
SHP0174,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0175,Normal,206.0,173.0,164.8,0.9,72.75076344843787,62.81362007168458,68.12001875293015,90.0,74.51509963061665
SHP0176,Normal,158.0,149.0,126.4,0.9,84.02630960770496,73.56630824372759,79.37177684013126,90.0,82.27250983088439
SHP0177,Normal,174.0,157.0,139.20000000000002,0.9,80.2677942212826,69.98207885304659,75.62119081106424,90.0,79.68670643079514
SHP0178,Normal,116.0,128.0,92.80000000000001,0.9,93.89241249706366,82.97491039426524,89.21706516643225,90.0,89.06024375611868
SHP0179,Normal,150.0,145.0,120.0,0.9,85.90556730091615,75.3584229390681,81.24706985466479,90.0,83.56541153092903
SHP0180,Normal,258.0,199.0,206.4,0.9,60.53558844256519,51.16487455197133,55.93061415846227,90.0,66.11123858032659
SHP0181,Normal,210.0,175.0,168.0,0.9,71.81113460183228,61.91756272401433,67.18237224566339,90.0,73.86864878059433
SHP0182,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0183,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0184,Normal,136.0,138.0,108.80000000000001,0.9,89.1942682640357,78.49462365591397,84.52883263009845,90.0,85.8279895060071
SHP0185,Normal,144.0,142.0,115.2,0.9,87.31501057082453,76.70250896057348,82.65353961556494,90.0,84.53508780596249
SHP0186,Normal,272.0,206.0,217.60000000000002,0.9,57.24688747944562,48.028673835125446,52.64885138302859,90.0,63.84866060524848
SHP0187,Normal,220.0,180.0,176.0,0.9,69.4620624853183,59.67741935483871,64.83825597749649,90.0,72.25252165553854
SHP0188,Normal,218.0,179.0,174.4,0.9,69.93187690862109,60.12544802867383,65.30707923112986,90.0,72.5757470805497
SHP0189,Normal,294.0,217.0,235.20000000000002,0.9,52.07892882311488,43.10035842293907,47.49179559306141,90.0,60.29318093012577
SHP0190,Normal,222.0,181.0,177.60000000000002,0.9,68.9922480620155,59.22939068100358,64.3694327238631,90.0,71.92929623052738
SHP0191,Normal,132.0,136.0,105.60000000000001,0.9,90.13389711064129,79.39068100358423,85.4664791373652,90.0,86.47444035602942
SHP0192,Normal,140.0,140.0,112.0,0.9,88.25463941743011,77.59856630824372,83.5911861228317,90.0,85.1815386559848
SHP0193,Normal,144.0,142.0,115.2,0.9,87.31501057082453,76.70250896057348,82.65353961556494,90.0,84.53508780596249
SHP0194,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0195,Normal,168.0,154.0,134.4,0.9,81.67723749119098,71.32616487455196,77.02766057196436,90.0,80.6563827058286
SHP0196,Normal,140.0,140.0,112.0,0.9,88.25463941743011,77.59856630824372,83.5911861228317,90.0,85.1815386559848
SHP0197,Normal,236.0,188.0,188.8,0.9,65.70354709889594,56.09318996415771,61.08766994842944,90.0,69.6667182554493
SHP0198,Normal,176.0,158.0,140.8,0.9,79.7979797979798,69.53405017921148,75.15236755743085,90.0,79.363481005784
SHP0199,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0200,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0201,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0202,Normal,244.0,192.0,195.20000000000002,0.9,63.82428940568475,54.3010752688172,59.21237693389592,90.0,68.37381655540467
SHP0203,Normal,196.0,168.0,156.8,0.9,75.09983556495185,65.05376344086021,70.46413502109704,90.0,76.13122675567243
SHP0204,Normal,136.0,138.0,108.80000000000001,0.9,89.1942682640357,78.49462365591397,84.52883263009845,90.0,85.8279895060071
SHP0205,Normal,152.0,146.0,121.60000000000001,0.9,85.43575287761335,74.91039426523297,80.77824660103141,90.0,83.24218610591787
SHP0206,Normal,378.0,259.0,302.40000000000003,0.9,32.34672304439747,24.283154121863795,27.801218940459442,90.0,46.7177130796572
SHP0207,Normal,164.0,152.0,131.20000000000002,0.9,82.61686633779657,72.22222222222221,77.96530707923114,90.0,81.30283355585092
SHP0208,Normal,280.0,210.0,224.0,0.9,55.36762978623444,46.236559139784944,50.77355836849509,90.0,62.55575890520387
SHP0209,Normal,198.0,169.0,158.4,0.9,74.63002114164905,64.6057347670251,69.99531176746366,90.0,75.80800133066127
SHP0210,Normal,154.0,147.0,123.2,0.9,84.96593845431055,74.46236559139786,80.30942334739804,90.0,82.91896068090671
SHP0211,Normal,248.0,194.0,198.4,0.9,62.884660559079165,53.40501792114695,58.27473042662916,90.0,67.72736570538237
SHP0212,Normal,214.0,177.0,171.20000000000002,0.9,70.87150575522669,61.02150537634409,66.24472573839662,90.0,73.22219793057202
SHP0213,Normal,170.0,155.0,136.0,0.9,81.20742306788819,70.87813620071685,76.558837318331,90.0,80.33315728081746
SHP0214,Normal,100.0,120.0,80.0,0.9,97.65092788348603,86.55913978494624,92.9676511954993,90.0,91.64604715620793
SHP0215,Normal,182.0,161.0,145.6,0.9,78.38853652807141,68.1899641577061,73.74589779653071,90.0,78.39380473075052
SHP0216,Normal,200.0,170.0,160.0,0.9,74.16020671834626,64.15770609318996,69.52648851383029,90.0,75.48477590565011
SHP0217,Normal,158.0,149.0,126.4,0.9,84.02630960770496,73.56630824372759,79.37177684013126,90.0,82.27250983088439
SHP0218,Normal,122.0,131.0,97.60000000000001,0.9,92.48296922715528,81.63082437275986,87.81059540553211,90.0,88.0905674810852
SHP0219,Normal,288.0,214.0,230.4,0.9,53.48837209302326,44.44444444444444,48.89826535396156,90.0,61.262857205159236
