log_id,sensor_id,shipment_id,recorded_at,temperature_c,battery_level,signal_strength,network_status
203,S046,SHP0005,2026-08-04 09:04:00,-20.56677950272989,87.43,74,Online
204,S046,SHP0005,2026-08-04 09:09:00,-20.57847917918604,94.0,91,Online
205,S046,SHP0005,2026-08-04 09:14:00,-21.551067747182838,74.14,97,Online
206,S046,SHP0005,2026-08-04 09:19:00,-21.37513001596605,91.15,92,Online
207,S046,SHP0005,2026-08-04 09:24:00,-20.793985893116535,97.29,86,Online
208,S046,SHP0005,2026-08-04 09:29:00,-20.794485619635118,99.87,83,Online
209,S043,SHP0006,2026-08-06 07:56:00,-20.79398092547758,91.58,100,Online
210,S043,SHP0006,2026-08-06 08:01:00,-19.45890740373811,79.53,75,Online
211,S043,SHP0006,2026-08-06 08:06:00,-20.771643795722735,74.37,98,Online
212,S043,SHP0006,2026-08-06 08:11:00,-20.54577374392776,92.96,70,Online
213,S043,SHP0006,2026-08-06 08:16:00,-20.618399294602717,99.19,98,Online
214,S043,SHP0006,2026-08-06 08:21:00,-20.73944349947768,82.34,100,Online
215,S043,SHP0006,2026-08-06 08:26:00,-21.12610769785614,92.37,84,Online
216,S043,SHP0006,2026-08-06 08:31:00,-20.696412311802693,96.82,96,Online
217,S043,SHP0006,2026-08-06 08:36:00,-21.309130085815028,92.15,99,Online
218,S043,SHP0006,2026-08-06 08:41:00,-21.094727442696005,93.37,74,Online
219,S043,SHP0006,2026-08-06 08:46:00,-21.19414541913164,73.95,73,Online
220,S043,SHP0006,2026-08-06 08:51:00,-20.96725034424547,92.87,70,Online
221,S043,SHP0006,2026-08-06 08:56:00,-20.0741365733306,88.51,89,Online
222,S043,SHP0006,2026-08-06 09:01:00,-21.746906077036698,87.01,89,Online
223,S043,SHP0006,2026-08-06 09:06:00,-20.725495923850193,87.89,77,Online
224,S043,SHP0006,2026-08-06 09:11:00,-21.64508634847586,90.62,77,Online
225,S043,SHP0006,2026-08-06 09:16:00,-21.188772746315774,72.38,81,Online
226,S043,SHP0006,2026-08-06 09:21:00,-20.564419761213053,84.3,94,Online
227,S043,SHP0006,2026-08-06 09:26:00,-20.974287992361816,95.38,86,Online
228,S043,SHP0006,2026-08-06 09:31:00,-21.431097911171722,91.36,85,Online
229,S043,SHP0006,2026-08-06 09:36:00,-21.286121483703987,75.52,81,Online
230,S043,SHP0006,2026-08-06 09:41:00,-20.72816090042613,84.74,82,Online
231,S043,SHP0006,2026-08-06 09:46:00,-17.156218194145964,76.79,76,Online
232,S043,SHP0006,2026-08-06 09:51:00,-16.478527099554636,97.76,70,Online
233,S043,SHP0006,2026-08-06 09:56:00,-15.12450489377521,92.27,77,Online
234,S043,SHP0006,2026-08-06 10:01:00,-15.029391456342609,76.14,94,Online
235,S043,SHP0006,2026-08-06 10:06:00,-20.14242236426987,97.81,75,Online
236,S043,SHP0006,2026-08-06 10:11:00,-20.746432391072794,96.01,84,Online
237,S043,SHP0006,2026-08-06 10:16:00,-21.810057034663043,90.64,85,Online
238,S043,SHP0006,2026-08-06 10:21:00,-20.92541827409223,83.73,97,Online
239,S043,SHP0006,2026-08-06 10:26:00,-21.264714585907356,82.83,77,Online
240,S043,SHP0006,2026-08-06 10:31:00,-20.65902666608151,71.25,94,Online
241,S043,SHP0006,2026-08-06 10:36:00,-21.317008295373082,94.73,93,Online
242,S043,SHP0006,2026-08-06 10:41:00,-21.04589457658676,79.39,93,Online
243,S043,SHP0006,2026-08-06 10:46:00,-20.798005088407816,98.17,89,Online
244,S043,SHP0006,2026-08-06 10:51:00,-20.65369792233195,87.81,88,Online
245,S043,SHP0006,2026-08-06 10:56:00,-21.48011856282231,89.24,86,Online
246,S043,SHP0006,2026-08-06 11:01:00,-21.13380049433638,93.61,92,Online
247,S043,SHP0006,2026-08-06 11:06:00,-21.189978124464382,73.28,86,Online
248,S043,SHP0006,2026-08-06 11:11:00,-21.261331693029486,94.81,84,Online
249,S043,SHP0006,2026-08-06 11:16:00,-20.293818303887562,96.33,71,Online
250,S043,SHP0006,2026-08-06 11:21:00,-20.838007315615616,85.56,77,Online
251,S043,SHP0006,2026-08-06 11:26:00,-21.50435358173402,99.51,82,Online
252,S059,SHP0007,2026-08-04 06:41:00,5.367144778821911,81.94,84,Online
253,S059,SHP0007,2026-08-04 06:46:00,5.848862478805053,93.21,79,Online
254,S059,SHP0007,2026-08-04 06:51:00,5.412986104220459,83.84,79,Online
255,S059,SHP0007,2026-08-04 06:56:00,4.3922520136183945,78.83,83,Online
256,S059,SHP0007,2026-08-04 07:01:00,4.806306370853499,71.64,99,Online
257,S059,SHP0007,2026-08-04 07:06:00,5.506764459674649,97.11,86,Online
258,S059,SHP0007,2026-08-04 07:11:00,4.716932213752488,94.9,84,Online
259,S059,SHP0007,2026-08-04 07:16:00,5.177527771258491,72.71,84,Online
260,S059,SHP0007,2026-08-04 07:21:00,5.309853621371735,73.4,86,Online
261,S059,SHP0007,2026-08-04 07:26:00,11.33619342562812,96.83,100,Online
262,S059,SHP0007,2026-08-04 07:31:00,10.63922131363988,82.41,82,Online
263,S059,SHP0007,2026-08-04 07:36:00,10.352657564541223,83.61,75,Online
264,S059,SHP0007,2026-08-04 07:41:00,11.689852521850938,76.06,98,Online
265,S059,SHP0007,2026-08-04 07:46:00,4.898972739442736,72.71,84,Online
266,S059,SHP0007,2026-08-04 07:51:00,4.50088672721406,90.75,80,Online
267,S059,SHP0007,2026-08-04 07:56:00,5.652964521572654,91.34,99,Online
268,S059,SHP0007,2026-08-04 08:01:00,4.427943448815747,91.55,75,Online
269,S059,SHP0007,2026-08-04 08:06:00,4.823982205321206,72.74,73,Online
270,S059,SHP0007,2026-08-04 08:11:00,5.052296230914436,83.48,92,Online
271,S059,SHP0007,2026-08-04 08:16:00,5.5765093156264465,72.56,81,Online
272,S059,SHP0007,2026-08-04 08:21:00,4.425655139528224,81.52,92,Online
273,S059,SHP0007,2026-08-04 08:26:00,5.4652655008619835,99.26,95,Online
274,S059,SHP0007,2026-08-04 08:31:00,5.004093224407835,98.49,89,Online
275,S059,SHP0007,2026-08-04 08:36:00,4.60739653958082,86.51,82,Online
276,S059,SHP0007,2026-08-04 08:41:00,5.1848413897053085,93.05,71,Online
277,S059,SHP0007,2026-08-04 08:46:00,5.079623878229388,80.06,99,Online
278,S059,SHP0007,2026-08-04 08:51:00,4.759913249136482,89.79,97,Online
279,S052,SHP0008,2026-08-05 09:00:00,-20.972079166003994,91.9,79,Online
280,S052,SHP0008,2026-08-05 09:05:00,-21.154125438744703,83.39,100,Online
281,S052,SHP0008,2026-08-05 09:10:00,-20.9545930618995,75.42,90,Online
282,S052,SHP0008,2026-08-05 09:15:00,-20.73514773019158,73.95,98,Online
283,S052,SHP0008,2026-08-05 09:20:00,-20.365593273541858,70.11,76,Online
284,S052,SHP0008,2026-08-05 09:25:00,-21.49512619953074,77.59,94,Online
285,S052,SHP0008,2026-08-05 09:30:00,-20.146786650137493,84.93,84,Online
286,S052,SHP0008,2026-08-05 09:35:00,-21.780835119809,86.31,85,Online
287,S052,SHP0008,2026-08-05 09:40:00,-21.060714038014233,88.24,70,Online
288,S052,SHP0008,2026-08-05 09:45:00,-16.266333009342134,87.67,76,Online
289,S052,SHP0008,2026-08-05 09:50:00,-16.310720025492117,83.26,83,Online
290,S052,SHP0008,2026-08-05 09:55:00,-15.996958583591468,77.34,70,Online
291,S052,SHP0008,2026-08-05 10:00:00,-16.131645976042133,88.86,89,Online
292,S052,SHP0008,2026-08-05 10:05:00,-21.197200373863534,94.76,96,Online
293,S052,SHP0008,2026-08-05 10:10:00,-21.235745902777683,75.55,71,Online
294,S052,SHP0008,2026-08-05 10:15:00,-20.66015916119159,89.6,71,Online
295,S052,SHP0008,2026-08-05 10:20:00,-20.85719380561398,74.36,71,Online
296,S052,SHP0008,2026-08-05 10:25:00,-21.27716383810426,90.01,71,Online
297,S052,SHP0008,2026-08-05 10:30:00,-20.6401600498267,88.1,96,Online
298,S052,SHP0008,2026-08-05 10:35:00,-20.877080191649355,97.61,80,Online
299,S052,SHP0008,2026-08-05 10:40:00,-20.674855152464417,73.27,71,Online
300,S052,SHP0008,2026-08-05 10:45:00,-20.748148463230557,74.84,75,Online
301,S052,SHP0008,2026-08-05 10:50:00,-21.33159800436883,88.33,79,Online
302,S052,SHP0008,2026-08-05 10:55:00,-21.224072416078787,91.0,92,Online
303,S052,SHP0008,2026-08-05 11:00:00,-20.701082557950695,93.62,88,Online
304,S052,SHP0008,2026-08-05 11:05:00,-20.755851893826613,98.99,75,Online
305,S052,SHP0008,2026-08-05 11:10:00,-21.00836063758566,87.37,93,Online
306,S052,SHP0008,2026-08-05 11:15:00,-20.953069046676486,71.08,99,Online
307,S052,SHP0008,2026-08-05 11:20:00,-20.48893404168463,78.98,94,Online
308,S009,SHP0009,2026-08-07 10:13:00,4.763371444465668,78.78,72,Online
309,S009,SHP0009,2026-08-07 10:18:00,5.218838952468015,73.66,74,Online
310,S009,SHP0009,2026-08-07 10:23:00,4.919122939026442,78.23,97,Online
311,S009,SHP0009,2026-08-07 10:28:00,4.912927518709112,82.41,86,Online
312,S009,SHP0009,2026-08-07 10:33:00,5.439510740794876,90.87,76,Online
313,S009,SHP0009,2026-08-07 10:38:00,5.330166539595212,71.75,89,Online
314,S009,SHP0009,2026-08-07 10:43:00,5.325403854400255,91.89,88,Online
315,S009,SHP0009,2026-08-07 10:48:00,5.522191522861732,85.87,90,Online
316,S009,SHP0009,2026-08-07 10:53:00,5.008401536653103,84.51,72,Online
317,S009,SHP0009,2026-08-07 10:58:00,5.272781188517985,88.14,92,Online
318,S009,SHP0009,2026-08-07 11:03:00,4.875893297362618,99.59,95,Online
319,S009,SHP0009,2026-08-07 11:08:00,5.129666540995377,82.81,79,Online
320,S009,SHP0009,2026-08-07 11:13:00,4.947942778252926,79.49,97,Online
321,S009,SHP0009,2026-08-07 11:18:00,5.0387983859970875,87.25,86,Online
322,S009,SHP0009,2026-08-07 11:23:00,5.238062810174766,80.62,89,Online
323,S009,SHP0009,2026-08-07 11:28:00,4.672711726706611,88.43,74,Online
324,S009,SHP0009,2026-08-07 11:33:00,5.8369549102741844,85.59,85,Online
325,S009,SHP0009,2026-08-07 11:38:00,4.597593047400119,84.93,90,Online
326,S009,SHP0009,2026-08-07 11:43:00,4.514324554884907,75.4,95,Online
327,S009,SHP0009,2026-08-07 11:48:00,5.463244349400027,76.98,89,Online
328,S009,SHP0009,2026-08-07 11:53:00,5.316665077585174,99.38,79,Online
329,S009,SHP0009,2026-08-07 11:58:00,5.249647926820862,73.55,70,Online
330,S009,SHP0009,2026-08-07 12:03:00,5.251338203705712,88.76,84,Online
331,S009,SHP0009,2026-08-07 12:08:00,4.995101290861234,92.12,73,Online
332,S009,SHP0009,2026-08-07 12:13:00,4.641098251405667,93.99,76,Online
333,S009,SHP0009,2026-08-07 12:18:00,5.0303218232774904,82.42,83,Online
